indice,document_score,document_magnitude
153,0.20000000298023224,5.300000190734863
154,0.10000000149011612,5.599999904632568
155,0.0,3.4000000953674316
156,0.10000000149011612,11.699999809265137
157,0.0,6.0
158,0.10000000149011612,7.0
159,0.10000000149011612,6.400000095367432
160,0.0,5.800000190734863
161,0.0,6.5
162,0.30000001192092896,24.0
163,0.0,3.799999952316284
164,0.0,11.899999618530273
165,0.0,8.399999618530273
166,0.0,2.4000000953674316
167,0.20000000298023224,2.4000000953674316
168,0.0,6.599999904632568
169,0.10000000149011612,2.299999952316284
170,0.20000000298023224,4.5
171,0.10000000149011612,2.0
172,0.20000000298023224,2.700000047683716
173,0.10000000149011612,2.299999952316284
174,-0.10000000149011612,1.399999976158142
175,0.20000000298023224,5.300000190734863
176,0.0,5.599999904632568
177,0.0,3.700000047683716
178,0.0,4.300000190734863
179,0.0,1.5
180,0.0,71.0999984741211
181,0.0,2.0
182,0.0,5.699999809265137
183,0.10000000149011612,3.5
184,0.10000000149011612,12.100000381469727
185,0.0,20.399999618530273
186,0.10000000149011612,2.200000047683716
187,0.0,1.5
188,0.20000000298023224,2.5
189,0.10000000149011612,26.5
190,0.10000000149011612,10.199999809265137
191,0.0,1.100000023841858
192,0.0,5.5
193,0.10000000149011612,13.300000190734863
194,0.0,1.5
195,0.0,20.399999618530273
196,-0.10000000149011612,4.400000095367432
197,0.10000000149011612,17.200000762939453
198,0.0,2.299999952316284
199,0.10000000149011612,5.599999904632568
200,0.0,3.0999999046325684
201,0.0,18.200000762939453
202,0.0,35.20000076293945
203,0.0,11.5
204,0.0,3.9000000953674316
205,0.10000000149011612,1.899999976158142
206,0.10000000149011612,5.400000095367432
207,0.10000000149011612,3.9000000953674316
208,0.0,9.300000190734863
209,0.0,20.5
210,0.0,7.300000190734863
211,0.0,6.199999809265137
212,0.0,15.199999809265137
213,0.10000000149011612,10.100000381469727
214,0.0,12.899999618530273
215,0.20000000298023224,2.700000047683716
216,0.0,29.5
217,0.0,7.400000095367432
218,0.0,16.200000762939453
219,0.0,15.600000381469727
220,0.10000000149011612,2.700000047683716
221,0.0,8.699999809265137
222,0.0,7.199999809265137
223,0.0,2.299999952316284
224,0.0,3.4000000953674316
225,0.0,5.900000095367432
226,0.10000000149011612,1.2000000476837158
227,0.0,10.0
228,0.10000000149011612,2.9000000953674316
229,0.0,1.2999999523162842
230,0.0,10.899999618530273
231,0.0,12.600000381469727
232,0.0,10.0
233,0.0,15.399999618530273
234,0.10000000149011612,1.5
235,0.0,7.800000190734863
236,0.0,10.100000381469727
237,0.0,13.100000381469727
238,0.0,2.700000047683716
239,0.0,1.600000023841858
240,0.0,3.299999952316284
241,0.20000000298023224,2.4000000953674316
242,0.0,3.200000047683716
243,0.10000000149011612,5.900000095367432
244,0.20000000298023224,8.399999618530273
245,0.0,3.5999999046325684
246,0.0,5.099999904632568
247,0.0,0.8999999761581421
248,0.0,1.899999976158142
249,0.10000000149011612,4.800000190734863
250,0.0,54.70000076293945
251,0.0,20.600000381469727
252,0.0,5.599999904632568
253,0.0,2.5
254,0.10000000149011612,13.899999618530273
255,0.20000000298023224,2.4000000953674316
256,0.0,4.0
257,0.0,7.900000095367432
258,0.0,2.0
259,0.10000000149011612,5.699999809265137
260,0.10000000149011612,8.800000190734863
261,0.10000000149011612,3.700000047683716
262,0.0,2.200000047683716
263,0.0,5.099999904632568
264,0.0,4.699999809265137
265,0.0,0.699999988079071
266,0.10000000149011612,5.400000095367432
267,0.0,6.699999809265137
268,0.0,7.199999809265137
269,0.0,4.599999904632568
270,0.10000000149011612,3.299999952316284
271,0.30000001192092896,6.199999809265137
272,0.30000001192092896,3.9000000953674316
273,0.10000000149011612,6.099999904632568
274,0.0,9.600000381469727
275,0.0,3.799999952316284
276,0.0,4.900000095367432
277,0.20000000298023224,9.300000190734863
278,0.0,0.6000000238418579
279,0.0,18.600000381469727
280,0.0,13.5
281,0.20000000298023224,1.7000000476837158
282,0.0,2.200000047683716
283,0.10000000149011612,4.199999809265137
284,0.0,1.2000000476837158
285,0.20000000298023224,7.800000190734863
286,0.20000000298023224,9.600000381469727
287,-0.10000000149011612,2.4000000953674316
288,0.10000000149011612,8.100000381469727
289,0.20000000298023224,2.0999999046325684
290,0.0,15.100000381469727
291,0.0,2.4000000953674316
292,0.20000000298023224,2.5999999046325684
293,0.0,16.5
294,0.0,79.30000305175781
295,0.0,7.900000095367432
296,0.0,6.199999809265137
297,0.10000000149011612,10.0
298,0.10000000149011612,7.400000095367432
299,0.0,1.2000000476837158
300,0.10000000149011612,9.899999618530273
301,0.10000000149011612,21.0
302,0.0,4.5
303,0.4000000059604645,16.299999237060547
304,0.0,13.699999809265137
305,0.0,7.900000095367432
306,0.10000000149011612,32.29999923706055
307,0.10000000149011612,32.900001525878906
308,0.0,5.900000095367432
309,0.0,12.399999618530273
310,0.0,11.699999809265137
311,0.0,15.800000190734863
312,0.0,6.5
313,0.20000000298023224,4.400000095367432
314,0.0,16.399999618530273
315,0.10000000149011612,22.899999618530273
316,0.10000000149011612,3.4000000953674316
317,0.0,11.899999618530273
318,0.0,19.399999618530273
319,0.0,8.399999618530273
320,0.0,10.5
321,0.0,9.199999809265137
322,0.10000000149011612,13.399999618530273
323,0.0,5.0
324,0.0,3.700000047683716
325,0.0,2.5999999046325684
326,0.0,17.899999618530273
327,0.0,12.600000381469727
328,0.10000000149011612,15.399999618530273
329,0.20000000298023224,9.199999809265137
330,0.0,6.199999809265137
331,0.0,10.199999809265137
332,0.0,5.0
333,0.0,86.0999984741211
334,0.10000000149011612,35.400001525878906
335,0.0,4.300000190734863
336,0.4000000059604645,15.0
337,0.10000000149011612,20.100000381469727
338,0.0,8.600000381469727
339,0.0,6.099999904632568
340,0.10000000149011612,9.199999809265137
341,0.0,26.899999618530273
342,0.0,50.900001525878906
343,0.20000000298023224,18.399999618530273
344,0.10000000149011612,12.5
345,0.10000000149011612,31.799999237060547
346,0.0,59.900001525878906
347,0.10000000149011612,11.800000190734863
348,0.0,7.0
349,0.5,199.60000610351562
350,0.10000000149011612,7.5
351,0.10000000149011612,7.300000190734863
352,0.0,3.200000047683716
353,0.0,1.2000000476837158
354,0.10000000149011612,7.5
355,0.0,3.5
356,0.0,5.199999809265137
357,0.10000000149011612,1.899999976158142
358,0.0,5.099999904632568
359,0.0,3.799999952316284
360,-0.10000000149011612,3.0
361,0.20000000298023224,13.300000190734863
362,0.0,3.799999952316284
363,0.0,33.70000076293945
364,0.0,4.900000095367432
365,0.0,6.5
366,0.0,15.199999809265137
367,0.20000000298023224,3.0999999046325684
368,0.0,4.0
369,0.0,6.199999809265137
370,0.0,6.900000095367432
371,0.10000000149011612,9.699999809265137
372,0.0,15.5
373,0.0,11.699999809265137
374,0.10000000149011612,5.099999904632568
375,0.0,70.0
376,0.0,6.900000095367432
377,0.0,32.0
378,0.20000000298023224,16.100000381469727
379,0.0,37.599998474121094
380,0.0,19.799999237060547
381,0.0,19.5
382,0.0,30.600000381469727
383,0.0,10.300000190734863
384,0.10000000149011612,22.5
385,0.10000000149011612,9.0
386,0.0,42.79999923706055
387,0.0,25.299999237060547
388,0.0,4.199999809265137
389,0.0,20.399999618530273
390,0.0,5.300000190734863
391,0.30000001192092896,41.20000076293945
392,0.0,17.0
393,0.0,6.900000095367432
394,0.10000000149011612,37.599998474121094
395,0.10000000149011612,9.199999809265137
396,0.10000000149011612,12.0
397,0.0,15.600000381469727
398,0.0,24.299999237060547
399,0.10000000149011612,9.600000381469727
400,0.0,30.299999237060547
401,0.0,9.800000190734863
402,0.0,12.399999618530273
403,0.10000000149011612,4.900000095367432
404,0.20000000298023224,31.899999618530273
405,0.0,15.399999618530273
406,0.0,12.199999809265137
407,0.0,33.29999923706055
408,0.0,18.399999618530273
409,0.10000000149011612,29.700000762939453
410,0.10000000149011612,11.800000190734863
411,0.20000000298023224,3.4000000953674316
412,0.0,27.700000762939453
413,0.0,2.700000047683716
414,0.0,19.600000381469727
415,0.0,7.699999809265137
416,0.10000000149011612,14.100000381469727
417,0.0,23.899999618530273
418,0.0,7.800000190734863
419,0.0,6.0
420,0.0,6.800000190734863
421,0.10000000149011612,20.100000381469727
422,0.20000000298023224,26.5
423,0.0,27.100000381469727
424,0.10000000149011612,25.899999618530273
425,0.0,4.199999809265137
426,0.0,22.600000381469727
427,0.20000000298023224,10.399999618530273
428,0.0,5.599999904632568
429,0.0,4.199999809265137
430,0.0,32.79999923706055
431,0.10000000149011612,6.400000095367432
432,0.0,42.79999923706055
433,0.0,16.399999618530273
434,0.20000000298023224,12.100000381469727
435,0.0,2.299999952316284
436,0.0,47.70000076293945
437,0.0,4.300000190734863
438,-0.10000000149011612,8.300000190734863
439,-0.10000000149011612,4.599999904632568
440,0.0,8.699999809265137
441,0.10000000149011612,17.600000381469727
442,0.10000000149011612,40.900001525878906
443,0.0,4.300000190734863
444,0.10000000149011612,26.5
445,0.10000000149011612,13.399999618530273
446,0.0,54.5
447,0.0,33.599998474121094
448,0.0,10.5
449,0.0,5.099999904632568
450,0.0,42.5
451,0.10000000149011612,23.200000762939453
452,0.0,9.0
453,0.0,8.0
454,0.0,27.0
455,0.10000000149011612,16.799999237060547
456,0.0,25.5
457,0.0,12.300000190734863
458,0.0,7.300000190734863
459,0.10000000149011612,9.399999618530273
460,0.0,6.300000190734863
461,0.0,13.699999809265137
462,0.0,24.200000762939453
463,0.0,5.199999809265137
464,0.0,14.300000190734863
465,0.0,4.099999904632568
466,0.20000000298023224,19.600000381469727
467,0.0,6.5
468,-0.10000000149011612,7.800000190734863
469,0.0,8.399999618530273
470,0.10000000149011612,12.600000381469727
471,0.0,22.100000381469727
472,0.10000000149011612,9.600000381469727
473,0.0,12.300000190734863
474,0.0,11.0
475,0.20000000298023224,48.29999923706055
476,0.0,5.300000190734863
477,0.0,100.0999984741211
478,0.0,16.100000381469727
479,0.0,7.599999904632568
480,0.30000001192092896,14.699999809265137
481,0.20000000298023224,32.900001525878906
482,0.0,21.200000762939453
483,0.0,11.300000190734863
484,-0.10000000149011612,7.800000190734863
485,0.20000000298023224,13.5
486,0.0,22.399999618530273
487,0.0,6.699999809265137
488,0.0,6.5
489,0.0,15.300000190734863
490,0.0,6.300000190734863
491,0.0,13.5
492,0.10000000149011612,10.399999618530273
493,0.0,10.899999618530273
494,0.10000000149011612,20.200000762939453
495,0.30000001192092896,17.100000381469727
496,0.10000000149011612,14.5
497,0.0,12.300000190734863
498,0.0,23.200000762939453
499,0.0,8.5
500,0.0,18.899999618530273
501,0.0,24.600000381469727
502,0.0,28.100000381469727
503,0.10000000149011612,22.799999237060547
504,0.30000001192092896,20.5
505,0.0,9.899999618530273
506,0.0,9.899999618530273
507,0.0,19.100000381469727
508,0.10000000149011612,39.400001525878906
509,0.10000000149011612,9.300000190734863
510,0.30000001192092896,13.399999618530273
511,0.0,45.099998474121094
512,0.0,15.199999809265137
513,0.10000000149011612,107.80000305175781
514,0.10000000149011612,11.5
515,0.10000000149011612,27.600000381469727
516,0.0,17.100000381469727
517,0.0,11.699999809265137
518,0.0,22.100000381469727
519,0.0,24.0
520,0.20000000298023224,19.899999618530273
521,0.10000000149011612,18.899999618530273
522,0.0,5.800000190734863
523,0.0,6.5
524,0.0,9.100000381469727
525,0.20000000298023224,22.299999237060547
526,0.0,17.700000762939453
527,0.0,33.79999923706055
528,0.0,8.300000190734863
529,0.0,7.400000095367432
530,0.0,12.699999809265137
531,0.10000000149011612,21.5
532,0.0,7.599999904632568
533,0.0,13.0
534,0.10000000149011612,12.899999618530273
535,0.0,11.0
536,0.0,7.800000190734863
537,0.10000000149011612,9.199999809265137
538,0.0,11.600000381469727
539,0.0,17.399999618530273
540,0.0,9.100000381469727
541,0.0,47.29999923706055
542,0.10000000149011612,4.900000095367432
543,0.0,4.0
544,0.0,54.29999923706055
545,0.10000000149011612,12.600000381469727
546,0.30000001192092896,17.299999237060547
547,0.0,5.5
548,0.0,4.5
549,0.0,6.699999809265137
550,0.0,9.699999809265137
551,0.10000000149011612,5.400000095367432
552,0.10000000149011612,12.399999618530273
553,0.0,6.5
554,0.20000000298023224,33.20000076293945
555,0.0,4.900000095367432
556,0.0,37.70000076293945
557,0.0,8.0
558,0.0,10.199999809265137
559,0.0,12.100000381469727
560,0.0,5.599999904632568
561,0.0,26.200000762939453
562,0.0,2.200000047683716
563,0.0,24.0
564,0.10000000149011612,10.0
565,0.0,6.300000190734863
566,0.0,41.099998474121094
567,0.0,6.199999809265137
568,0.0,6.900000095367432
569,0.10000000149011612,26.600000381469727
570,0.10000000149011612,19.799999237060547
571,0.0,21.0
572,0.0,2.0
573,0.10000000149011612,6.199999809265137
574,0.0,34.20000076293945
575,0.0,26.600000381469727
576,0.0,5.0
577,0.0,4.099999904632568
578,0.0,11.399999618530273
579,0.10000000149011612,3.9000000953674316
580,0.10000000149011612,15.899999618530273
581,0.0,16.0
582,0.0,5.5
583,0.0,5.900000095367432
584,0.0,16.899999618530273
585,0.0,5.699999809265137
586,0.0,3.0
587,0.20000000298023224,23.200000762939453
588,0.0,15.399999618530273
589,0.10000000149011612,1.5
590,0.0,17.100000381469727
591,0.20000000298023224,16.200000762939453
592,0.0,23.5
593,0.0,14.0
594,0.10000000149011612,53.099998474121094
595,0.0,24.399999618530273
596,0.10000000149011612,25.0
597,0.0,4.599999904632568
598,0.20000000298023224,25.100000381469727
599,0.0,8.5
600,0.0,10.0
601,0.10000000149011612,3.700000047683716
602,0.10000000149011612,12.5
603,0.10000000149011612,13.199999809265137
604,0.0,26.600000381469727
605,0.0,1.2000000476837158
606,0.0,15.699999809265137
607,0.10000000149011612,1.7999999523162842
608,0.0,55.900001525878906
609,0.10000000149011612,68.69999694824219
610,0.0,19.200000762939453
611,0.20000000298023224,21.200000762939453
612,0.0,10.800000190734863
613,0.0,5.099999904632568
614,0.0,7.0
615,0.0,14.199999809265137
616,0.0,6.300000190734863
617,0.0,19.5
618,0.10000000149011612,11.800000190734863
619,0.10000000149011612,10.199999809265137
620,0.10000000149011612,24.100000381469727
621,0.10000000149011612,23.799999237060547
622,0.0,13.800000190734863
623,0.0,12.300000190734863
624,0.0,4.400000095367432
625,0.20000000298023224,27.0
626,0.0,11.300000190734863
627,0.0,32.0
628,0.0,20.100000381469727
629,0.0,47.20000076293945
630,0.0,17.799999237060547
631,0.0,16.100000381469727
632,0.0,27.399999618530273
633,0.0,27.200000762939453
634,0.0,27.0
635,0.10000000149011612,26.100000381469727
636,0.4000000059604645,39.29999923706055
637,0.0,8.600000381469727
638,0.0,27.200000762939453
639,0.10000000149011612,10.100000381469727
640,0.30000001192092896,26.799999237060547
641,0.0,6.699999809265137
642,0.0,9.899999618530273
643,0.0,9.399999618530273
644,0.20000000298023224,20.399999618530273
645,0.10000000149011612,22.5
646,0.0,13.5
647,0.0,35.79999923706055
648,0.10000000149011612,9.100000381469727
649,0.0,4.400000095367432
650,0.10000000149011612,4.599999904632568
651,0.0,2.799999952316284
652,0.10000000149011612,15.100000381469727
653,0.10000000149011612,11.800000190734863
654,0.0,34.5
655,0.0,2.5999999046325684
656,0.0,6.400000095367432
657,0.0,18.399999618530273
658,0.30000001192092896,16.200000762939453
659,0.10000000149011612,8.899999618530273
660,0.30000001192092896,14.600000381469727
661,0.10000000149011612,45.5
662,0.0,10.600000381469727
663,0.0,27.200000762939453
664,0.10000000149011612,10.100000381469727
665,0.0,8.5
666,0.0,11.899999618530273
667,0.0,12.699999809265137
668,0.0,6.900000095367432
669,0.0,24.700000762939453
670,0.0,32.29999923706055
671,0.20000000298023224,8.300000190734863
672,0.0,7.0
673,0.0,42.900001525878906
674,0.10000000149011612,5.5
675,0.20000000298023224,35.0
676,0.0,19.299999237060547
677,-0.10000000149011612,29.600000381469727
678,0.0,10.399999618530273
679,0.0,6.5
680,0.0,7.300000190734863
681,0.0,8.199999809265137
682,0.0,11.399999618530273
683,0.0,9.800000190734863
684,0.10000000149011612,10.100000381469727
685,0.0,8.100000381469727
686,0.20000000298023224,21.600000381469727
687,0.0,16.299999237060547
688,0.0,17.700000762939453
689,0.0,19.5
690,0.20000000298023224,18.100000381469727
691,0.10000000149011612,8.100000381469727
692,0.10000000149011612,7.800000190734863
693,0.0,18.100000381469727
694,0.0,10.699999809265137
695,0.0,2.799999952316284
696,0.0,5.599999904632568
698,0.0,10.899999618530273
699,0.0,16.299999237060547
700,0.0,15.5
701,0.10000000149011612,7.0
702,0.0,46.79999923706055
703,0.0,0.800000011920929
704,0.0,9.199999809265137
705,0.30000001192092896,12.100000381469727
706,0.20000000298023224,42.20000076293945
707,0.10000000149011612,58.599998474121094
708,0.0,11.899999618530273
709,0.0,18.100000381469727
710,0.10000000149011612,17.5
711,0.10000000149011612,27.600000381469727
712,0.0,7.800000190734863
713,0.0,42.20000076293945
714,0.10000000149011612,7.0
715,0.10000000149011612,24.200000762939453
716,0.0,41.599998474121094
717,0.0,34.900001525878906
718,0.0,5.0
719,0.0,8.600000381469727
720,0.0,2.5999999046325684
721,0.0,8.699999809265137
722,0.0,5.599999904632568
723,0.0,3.5
724,0.20000000298023224,28.399999618530273
725,0.0,4.300000190734863
726,0.0,4.599999904632568
727,0.10000000149011612,9.100000381469727
728,0.0,33.099998474121094
729,0.0,43.400001525878906
730,0.0,11.100000381469727
731,0.30000001192092896,75.0
732,0.0,33.599998474121094
733,0.10000000149011612,46.29999923706055
734,0.10000000149011612,6.099999904632568
735,0.0,12.300000190734863
736,0.0,15.600000381469727
737,0.0,5.699999809265137
738,0.0,33.20000076293945
739,0.0,8.800000190734863
740,0.0,16.200000762939453
741,0.0,15.800000190734863
742,0.0,11.399999618530273
743,0.0,14.300000190734863
744,0.0,3.0999999046325684
745,0.0,5.5
746,0.20000000298023224,20.0
747,0.10000000149011612,10.800000190734863
748,0.0,10.100000381469727
749,0.0,13.199999809265137
750,0.0,12.699999809265137
751,0.10000000149011612,14.600000381469727
752,0.20000000298023224,12.699999809265137
753,0.0,24.600000381469727
754,0.0,5.5
755,-0.10000000149011612,5.800000190734863
756,0.0,4.699999809265137
757,0.0,6.099999904632568
758,0.20000000298023224,12.0
759,0.10000000149011612,20.5
760,-0.10000000149011612,10.899999618530273
761,0.0,22.100000381469727
762,0.0,7.599999904632568
763,0.0,5.5
764,0.0,22.700000762939453
765,0.20000000298023224,13.199999809265137
766,0.0,6.199999809265137
767,0.0,10.199999809265137
768,0.30000001192092896,37.900001525878906
769,0.0,16.700000762939453
770,-0.10000000149011612,3.5
771,0.0,11.800000190734863
772,0.0,4.800000190734863
773,0.0,30.299999237060547
774,0.0,54.0
775,0.0,2.4000000953674316
776,0.20000000298023224,9.0
777,0.0,3.5
778,0.0,11.0
779,0.0,15.199999809265137
780,0.0,8.399999618530273
781,0.0,7.099999904632568
782,0.0,52.70000076293945
783,0.10000000149011612,22.0
784,0.0,5.800000190734863
785,0.0,3.9000000953674316
786,0.10000000149011612,24.100000381469727
787,0.0,15.800000190734863
788,0.0,0.30000001192092896
789,0.0,4.099999904632568
790,0.0,11.899999618530273
791,0.0,9.600000381469727
792,0.0,15.300000190734863
793,0.0,5.400000095367432
794,0.0,16.200000762939453
795,0.0,12.300000190734863
796,0.0,33.0
797,0.10000000149011612,4.0
798,0.0,8.100000381469727
799,0.20000000298023224,20.600000381469727
800,0.10000000149011612,35.29999923706055
801,0.0,10.600000381469727
802,0.10000000149011612,11.899999618530273
803,0.0,12.699999809265137
804,0.0,2.200000047683716
805,0.0,48.5
806,0.10000000149011612,6.699999809265137
807,0.0,20.5
808,0.0,8.300000190734863
809,0.0,11.800000190734863
810,0.0,19.899999618530273
811,0.10000000149011612,9.199999809265137
812,0.20000000298023224,16.0
813,0.10000000149011612,13.0
814,0.0,2.5
815,0.0,10.800000190734863
816,0.10000000149011612,7.099999904632568
817,0.0,30.0
818,0.10000000149011612,49.0
819,0.0,16.799999237060547
820,0.0,29.0
821,0.0,6.699999809265137
822,0.0,4.599999904632568
823,0.0,9.100000381469727
824,0.0,26.799999237060547
825,0.0,14.300000190734863
826,0.0,6.300000190734863
827,-0.10000000149011612,2.5999999046325684
828,0.0,5.5
829,0.0,12.100000381469727
830,0.0,38.20000076293945
831,0.10000000149011612,10.399999618530273
832,0.0,12.800000190734863
833,0.20000000298023224,5.699999809265137
834,0.0,5.800000190734863
835,0.0,3.9000000953674316
836,0.0,27.200000762939453
837,0.0,29.600000381469727
838,0.10000000149011612,6.599999904632568
839,0.0,14.899999618530273
840,0.0,2.9000000953674316
841,0.0,2.9000000953674316
842,0.10000000149011612,11.199999809265137
843,0.20000000298023224,2.200000047683716
844,0.0,9.5
845,0.0,19.600000381469727
846,0.0,20.0
847,0.0,11.5
848,0.0,8.0
849,0.0,5.5
850,0.10000000149011612,3.700000047683716
851,0.0,2.0999999046325684
852,0.0,2.0
853,0.0,14.600000381469727
854,0.0,3.700000047683716
855,0.0,4.699999809265137
856,0.0,22.399999618530273
857,0.20000000298023224,9.300000190734863
858,0.0,84.5999984741211
859,0.20000000298023224,31.399999618530273
860,0.20000000298023224,6.5
861,0.30000001192092896,42.70000076293945
862,0.10000000149011612,8.5
863,0.0,30.299999237060547
864,0.10000000149011612,11.600000381469727
865,0.10000000149011612,10.199999809265137
866,0.0,20.100000381469727
867,0.20000000298023224,3.799999952316284
868,0.0,6.699999809265137
869,0.0,14.0
870,0.0,13.600000381469727
871,0.0,9.0
872,0.0,26.5
873,0.10000000149011612,9.399999618530273
874,0.10000000149011612,24.899999618530273
875,0.0,7.300000190734863
876,0.0,15.199999809265137
877,0.10000000149011612,10.300000190734863
878,0.10000000149011612,37.70000076293945
879,0.0,9.600000381469727
880,0.0,3.0999999046325684
881,0.0,11.0
882,0.0,8.100000381469727
883,0.0,4.099999904632568
884,0.0,16.399999618530273
885,0.0,15.0
886,0.30000001192092896,53.5
887,0.10000000149011612,13.5
888,0.0,33.400001525878906
889,0.10000000149011612,24.0
890,0.10000000149011612,8.199999809265137
891,0.0,9.5
892,0.0,14.800000190734863
893,0.0,10.100000381469727
894,0.0,18.100000381469727
895,0.0,60.0
896,0.0,3.9000000953674316
897,0.0,17.799999237060547
898,0.0,31.600000381469727
899,0.0,24.399999618530273
900,0.0,2.9000000953674316
901,0.10000000149011612,0.699999988079071
902,0.0,11.100000381469727
903,0.0,33.20000076293945
904,0.20000000298023224,21.799999237060547
905,0.0,4.099999904632568
906,0.10000000149011612,14.300000190734863
907,0.10000000149011612,39.0
908,0.30000001192092896,16.100000381469727
909,0.0,12.5
910,0.0,10.300000190734863
911,0.10000000149011612,45.79999923706055
912,0.0,13.399999618530273
913,0.30000001192092896,15.800000190734863
914,0.0,11.100000381469727
915,0.0,31.799999237060547
916,0.0,11.5
917,0.10000000149011612,12.800000190734863
918,0.0,14.100000381469727
919,0.0,7.5
920,0.0,17.0
921,0.20000000298023224,38.599998474121094
922,0.10000000149011612,5.5
923,0.0,51.70000076293945
924,0.0,7.699999809265137
925,0.4000000059604645,66.5999984741211
926,0.0,9.399999618530273
927,0.10000000149011612,22.200000762939453
928,0.10000000149011612,8.699999809265137
929,0.0,18.5
930,0.0,3.0
931,0.0,11.899999618530273
932,0.10000000149011612,6.199999809265137
933,0.0,30.299999237060547
934,0.10000000149011612,10.5
935,0.0,11.899999618530273
936,0.0,19.5
937,0.10000000149011612,28.899999618530273
938,0.0,17.899999618530273
939,0.0,1.7999999523162842
940,0.0,5.099999904632568
941,0.0,5.599999904632568
