indice,EVENT,LOCATION,ORGANIZATION,PERSON
35,0.015987005421063967,0.006129020266234875,0.01424457412213087,0.01239011016053458
36,0.0037139286004909964,0.0025892474721851094,0.003913349969397214,0.004595118323903017
37,0.0037176689922647633,0.003489592207849703,0.007966654520714656,0.00660012617832186
40,0.005451435560826212,0.003219047941577931,0.00545378565752449,0.005034334735962777
41,0.01563340060126323,0.00955736581236124,0.01376249798340723,0.014190756606266779
42,0.0130090550519526,0.008898467989638448,0.010968515028556189,0.007518961663461394
43,0.0034152071001818,0.003209516190475336,0.0026285394399972826,0.0048903569279770765
44,0.004745517249741569,0.0016514742940974732,0.006369438779074699,0.0038964511830792098
45,0.0035706552055974803,0.006444665145993765,0.003741422900930047,0.005091940711221856
46,0.001507773469957347,0.0011480423064702855,0.002219122798966342,0.001967735008866054
47,0.003958758721578746,0.0030280508508440107,0.0032530472547348055,0.0037042410112917423
48,0.011384871206246316,0.01313130569178611,0.008095154272658485,0.012412881457500836
49,0.006438950978918001,0.0054216557764448225,0.006942539503250052,0.007259027584670828
50,0.009152105893008411,0.014056084134305516,0.011025171261280775,0.018797218217514455
51,0.0024628478804515908,0.0019006018244129206,0.0023449181522338246,0.0035695075609285818
52,0.0026343815658788476,0.001978700134294251,0.0029984113316459116,0.00217837815440885
53,0.006909502670168877,0.005150250799488276,0.0088822612200271,0.010243709237935642
54,0.004536722227931023,0.004498722264543176,0.006946205427604062,0.011498820101324882
55,0.008157742054512104,0.012885332573205233,0.008742666470685176,0.015553016163822677
56,0.006398997007636353,0.004763898007305605,0.0048934221267700195,0.005327010124732377
57,0.009989754669368267,0.008553286548703909,0.01251197513192892,0.017211326567286796
58,0.009706181461775773,0.004325610352680087,0.011092011583968997,0.009431039088998328
59,0.014934931959336003,0.008295341317231456,0.018765578675083817,0.007092019775882363
60,0.003407554691269373,0.006875366234453395,0.003423874091822654,0.00424045237337446
61,0.01067699771374464,0.024978065863251683,0.016468876706702367,0.021243543857160735
62,0.004183390849413207,0.003961350361350924,0.0035057289891743232,0.008708704671998685
63,0.003886750477249734,0.0025823318399488928,0.002416595985108104,0.003768209122742216
64,0.0037056570463972365,0.0026601160585414617,0.0017924888473798467,0.002365150628169362
65,0.004458774235099554,0.0054324288253805465,0.007245112559758127,0.005707728630473274
66,0.009943487122654915,0.00818188120611012,0.00702690559306315,0.011923289148225671
67,0.005289118562359363,0.005250019486993551,0.0069996407740594195,0.006928119493429275
68,0.002154357102699578,0.0025937991096835694,0.0030133324961008675,0.002880852329932774
69,0.01067699771374464,0.024978065863251683,0.016468876706702367,0.021243543857160735
70,0.0058073424734175205,0.004628308859537356,0.004787131661682257,0.008567839193309904
71,0.0045544992899522185,0.0048501837300136685,0.007210100768133998,0.00775134830142964
72,0.005039167474023998,0.004818325443193316,0.003645547576958225,0.0035065830981528216
73,0.022486376948654654,0.021154338028281927,0.01667510187969758,0.014376845210790634
74,0.005585263745907025,0.0028397956339176744,0.0071489070375849095,0.006805536160910768
75,0.0031295125525383676,0.00255098861331741,0.004173569370149856,0.0034184099590081883
76,0.0034121583174804553,0.0030761495129101807,0.003623396664625034,0.0046829800388668895
77,0.003684019164315292,0.0023602259596093344,0.005144530957165573,0.004204874314988653
78,0.003948819742072373,0.0017740418237129536,0.003927953887753011,0.0035390794305508403
79,0.011216815126438935,0.006266329158097506,0.009990773105528206,0.012618479874128332
80,0.0085427584243007,0.004923811208249794,0.008143433900032606,0.0076779764551188675
81,0.0028194229598739184,0.0054552985457121395,0.004442355214533481,0.006550298863051769
82,0.006173549219965935,0.013440311793237925,0.009930303611326963,0.014224340759315774
83,0.006077227143881221,0.006062881788238883,0.005351839182169541,0.010981848635883243
84,0.0075234764628112315,0.007244096935859748,0.004156435750281582,0.0052437082282267514
85,0.009021668811328709,0.00806073215790093,0.008688540530524083,0.011617602385661525
86,0.004237489691149676,0.003129966110767176,0.006467136467108503,0.005062964092940092
87,0.0023701277504851286,0.0032970820445500848,0.0033568789545420762,0.0033067039407704175
88,0.008318321591314789,0.002606526250019669,0.006998870480206928,0.0049475651467218995
89,0.014233254361897707,0.011293817621966204,0.0257133268751204,0.024485060138007005
90,0.0017065817160376658,0.0023255379907953155,0.0019435420499316284,0.002080018870945367
92,0.00824781903065741,0.004858892876654863,0.007419315565909658,0.009831848328993205
93,0.006871533673256635,0.004974680868062106,0.008982474641764866,0.005279247561702505
94,0.004507712526794742,0.007869847315865068,0.0040360474595217966,0.0070764450411800114
95,0.007410274411085993,0.0027924428577534854,0.006034568045288324,0.006790617379010655
96,0.0039373106501866565,0.006770694628357887,0.0057625783658472865,0.003188577327157625
97,0.011103477525083642,0.015035777153181178,0.008954649192414113,0.014662980400025845
98,0.012204768069620644,0.009095186874380006,0.004482117548052754,0.00877553287621898
99,0.01561812899308279,0.009736089939799379,0.005717989522963761,0.007221920881420374
100,0.006540789102603283,0.0049232027493417265,0.008095430472167209,0.00925292008880364
101,0.010282576084136963,0.007030579727143049,0.009219962007859173,0.008532763373008683
102,0.018016714369878173,0.02437764499336481,0.013884435407817364,0.030709003743070822
103,0.009384591015987098,0.005319157242774963,0.009126961422974573,0.007651015082374215
104,0.007741633470037154,0.007028873311355709,0.011000152211636305,0.007565319943414243
105,0.004449611486052163,0.001734087010845542,0.004927582219587984,0.004964667840442639
106,0.0063891149329720065,0.005362992297465864,0.0121918197089274,0.008660353515297174
107,0.007893086294643581,0.007146123486260573,0.01609492132609541,0.014400519663468003
108,0.008428316516801714,0.011448156961705536,0.012555862202619512,0.005470834398532615
109,0.002754996235574215,0.0037790287213283593,0.0029374794724744634,0.002376110312786508
110,0.024291373323649168,0.022593611851334572,0.029060372417526587,0.03040253259241581
111,0.0034790918093428693,0.0024520138500850985,0.004209273407468572,0.004268291453275109
112,0.032987354695796965,0.018678518943488598,0.01388848153874278,0.02617703664761323
113,0.006645339820533991,0.0055985781364142895,0.012747559374055037,0.012587794419378042
114,0.007749126090303711,0.009035791636311583,0.0044030787136692265,0.005876043515110558
115,0.0061955049633979796,0.006321996683254838,0.006538906642659144,0.00950934256737431
116,0.011093434039503336,0.007342486269772052,0.018229591236873108,0.013565528392791747
117,0.004519295293104016,0.0038606952875852585,0.004413707393083583,0.004180464000091888
118,0.004318604160252274,0.004619531701073835,0.003663258495119711,0.003575045410321937
119,0.014566460092152868,0.007721820962615311,0.00943541687188877,0.016417859122157097
120,0.005835704991351004,0.00881983927037153,0.007876256571358277,0.005314012621774485
121,0.0027945389872631775,0.001996478906625675,0.003633534522830612,0.005736285022629256
122,0.0074817270395301635,0.0054281432281381315,0.005951735413754764,0.007034327320451307
123,0.008938945022722085,0.01020417979452759,0.006807608330356223,0.009178809243840751
124,0.010149376276372508,0.005042276045839701,0.0075109861325472595,0.006078186622985145
125,0.0035151022602804005,0.002809473623832067,0.006583744141783926,0.008188284729840234
126,0.004319957045551676,0.004189795209094882,0.007762258594784026,0.007571792608359829
127,0.0054210312121237315,0.0036088913237970126,0.004398453825463851,0.004571624308672928
128,0.0034016722861980628,0.003966004489921033,0.0022209038513458586,0.003231532052031731
129,0.004398398895990913,0.0031924664296887136,0.005081375227554848,0.006087937974371016
130,0.01717644790187478,0.010454038763418796,0.012934393094231686,0.013091810823728641
131,0.007178045776007431,0.012266168227562537,0.00537212286144495,0.007972455829278462
132,0.005314193640111221,0.005761820590123533,0.010015224948382149,0.00766758654693452
133,0.008653734344989061,0.011022930395685963,0.010007943111387167,0.01061771388631314
134,0.004866456794371078,0.001640356465941295,0.002365602571184614,0.0037004412791016056
135,0.0016216873889788985,0.0021457836497575044,0.0039057316093402375,0.005089228571045632
136,0.004304368566307757,0.0033328116606471353,0.005011702245101332,0.004430908582954933
137,0.002980327347627985,0.003139384463429451,0.002846722378684529,0.0024794081117660324
138,0.003781880468946614,0.003803010529372841,0.0019881795924447943,0.0033260783782439692
139,0.0025666525266067664,0.0027550321804786413,0.0034899583086371424,0.002166785283903168
140,0.009777113583616236,0.011532914079725742,0.008371529893742667,0.013006315813125932
141,0.006017300123348832,0.0097995949909091,0.009325005912355014,0.00786447146816588
142,0.004767021000122604,0.0069785622957473,0.0048279136137448645,0.004342651762591119
143,0.0028353925295440214,0.002423365289966265,0.004858849758474047,0.002456759387213323
144,0.008794792362355761,0.009554528864100574,0.010064086980289884,0.014728227364165443
145,0.003899983939175543,0.004112137369811535,0.0036178291712358995,0.00421093354622523
146,0.01786286514252424,0.009954222245141864,0.022188386507332326,0.023180374374183323
147,0.004701120293854426,0.006526737507166607,0.0060226192498313525,0.007562273173019863
148,0.01040121345696124,0.01060607866384089,0.01882105623371899,0.009724514256231487
149,0.001909913482323159,0.00226498568081297,0.0029455102497844823,0.003134332240911246
150,0.005576370687534412,0.006124775449279696,0.006436902630542006,0.008423194067734407
151,0.00423274349886924,0.004087899915046162,0.004958676747628487,0.006930110002444549
152,0.016099740130205948,,0.014940122918536266,0.021434022716301328
153,0.008892513995912546,,0.00627749824586014,0.008807649777736515
154,0.00718818895984441,0.008199910924304277,0.004827220380927126,0.006249177869624243
155,0.010366580297704786,0.003763163927942513,0.010310818474473698,0.008939574604206111
156,0.0032117487901511294,0.0035487429251790875,0.004424827924760228,0.004810094100205188
157,0.00445949841523543,0.0018365989672020078,0.0074636569691144605,0.006454326517494588
158,0.006637260524763001,0.0028318516893445383,0.003969739689491689,0.005755509482696652
159,0.0020752994551960576,0.0020273674903860824,0.005235457217269059,0.004450273685506545
160,0.007387965845947082,0.004878581102405276,0.005162892650569911,0.007880502371475674
161,0.006216324303143968,0.005475652248909076,0.00632727105060921,0.007280657635774554
162,0.0035307310920740876,0.0021574681741185486,0.0024771979208000833,0.0039604488494140765
163,0.003840097479729189,0.0040993345722269555,0.004115507992294928,0.006271021900316462
164,0.003010318570662863,0.0019154169567627832,0.0036399590832073814,0.0025584120488598605
165,0.002877909958249692,0.005495283178918596,0.003390081496909261,0.0033774773550729427
166,0.013385293285616419,0.010843834606930614,0.009420634247362614,0.010110208501472422
167,0.025016063824296,0.03776495841642221,0.04795856587588787,0.014601495582610372
168,0.00476622917959767,0.005875075794756412,0.0031447804515035106,0.007991433704033667
169,0.022790233604609966,0.015466055367141962,0.018858964438550174,0.02566076023504138
170,0.01996566727757454,0.043475035267571606,0.016076976899057627,0.017206485900613997
171,0.010723814294722519,0.0126676190411672,0.014311255990631051,0.010630808304995298
172,0.014873220818117261,0.015445890171187264,0.017457906901836396,0.019643275067210197
173,0.008876658044755459,0.015724490928862776,0.014973638392984868,0.017022814718075097
174,0.03466238547116518,0.03275376372039318,0.017664826009422537,0.03000772651284933
175,0.010611076516887316,0.027754888404160738,0.017168139631394297,0.012293579988181591
176,0.007084574165324179,0.0050562431424623355,0.005225105992784458,0.008038581331045581
177,0.010162378597835248,0.0082344023976475,0.0056997585025700655,0.011126042064279317
178,0.007010254021412854,0.006434212891488439,0.006467729093856178,0.008662318627882217
179,0.012021117734120172,0.006216997979208827,0.013929628922293583,0.025267801498277828
180,0.0012197085544779307,0.0013125901141729966,0.0021822391427122056,0.0013287867258777696
181,0.01850629240895311,0.019419222308153457,0.008941772238661846,0.022296764887869358
182,0.004180849067467664,0.0029591483296826484,0.004334329775619236,0.005830333197464873
183,0.006925058444418634,0.008656224080671867,0.004401818732731044,0.010658822263832446
184,0.0027108014716456332,0.003469372829256047,0.0023877909407019615,0.00410279749892652
185,0.0017577742171929554,0.0026034654338697068,0.003333088315124515,0.0033522584150334073
186,0.029421412758529185,0.026416580606665876,0.01193678006529808,0.0236957856187863
187,,0.04593298038733857,0.03806151977429787,0.038943757923940815
188,0.017203812694383994,0.020981087069958448,0.014259446545370988,0.013279842243840297
189,0.0022822432429529726,0.001578958722529933,0.0015150627170097887,0.0013388004112390003
190,0.005367029901413667,0.007619786891154945,0.005333294875786773,0.004228637628127924
191,0.017167464597150683,0.03846111117551724,0.018564649325396334,0.01642627688124776
192,0.007274992364857878,0.008870472433045506,0.018182569369673728,0.014560271985828876
193,0.006334660504459559,0.003173151155351661,0.003069156412190447,0.0042112472001463175
194,0.025456465780735016,0.02120027067139745,0.011752269230782986,0.019849185133352876
195,0.0035191118244476843,0.00424330220266711,0.006582739218438585,0.004164556949399411
196,0.008134677284397185,0.004797098059207201,0.00326900484717705,0.00613132137287822
197,0.0027928461281893154,0.003011940835858695,0.00537278940435499,0.0031990121995367
198,0.010595979390754587,0.008403766745080551,0.009258878650143743,0.006471804088505451
199,0.005887142884043546,0.006948031501711479,0.0068686871538655115,0.008010050557602785
200,0.009613461725945984,0.01131496662274003,0.015353918363828035,0.013585222598451834
201,0.002985714331901233,0.0041492782895349795,0.005963421728334983,0.004534331104492374
202,0.0024137693309547524,0.004271079194343959,0.002719996821654674,0.0031999171399299735
203,0.0025790837173145717,0.0019372496288269758,0.0028448861976357875,0.0024211148045172816
204,0.008090768622136429,0.005704664450604469,0.0066622334390716706,0.01042184628546238
205,0.018979838001541793,0.018181228699783485,0.014522476121783257,0.03781860903836787
206,0.003899337971233763,0.004897629104865094,0.005705158076515155,0.009043252373964566
207,0.007966535747982562,0.005382107020440427,0.0126550611651813,0.012422200525179505
208,0.002588446034888665,0.0020364874799270183,0.0033574825851246715,0.0031453772355148216
209,0.0018519725751696674,0.0034173463711575152,0.0024942202206225473,0.002892158901653229
210,0.008160537042255913,0.0030497338933249316,0.004007275216281414,0.007181375432992354
211,0.013552851339971477,0.004343039123341441,0.006857017896926174,0.007536214776337147
212,0.003226943197660148,0.0034057939850279818,0.0033265718181307116,0.0037909546767228414
213,0.00800834437487302,0.00580638216342777,0.005493855949801703,0.006341739750370897
214,0.003554231081180638,0.0018534994451329112,0.002814547624439001,0.002898859794521214
215,0.014692127704620363,,0.015806020170982395,0.019658025354146957
216,0.0029960487175478855,0.0018239157665944235,0.004792127772816457,0.003382011805333092
217,0.0046769378420252064,0.0035388671094551682,0.004987051194209767,0.005227630131412297
218,0.002298743704856973,0.0024824305291986093,0.0021068222808285748,0.004919019125652714
219,0.0024510268421311463,0.002943788218544796,0.0038817024783623453,0.0033642123983655538
220,0.008468253596220165,0.010253172367811203,0.02049012757329778,0.01754921774512955
221,0.005922436590909082,0.004302057786844671,0.004502862750086933,0.007097968309362595
222,0.0034165241895243526,0.003963449358707294,0.0044543525436893106,0.005886618676225817
223,0.012942708351395348,0.005571102839894593,0.009079255629330873,0.012794703626158562
224,0.005285021769715116,0.004144144157180563,0.0052062517049937295,0.00575135060186897
225,0.0037796973764639475,0.003553274365213628,0.005142442727981902,0.005375871707101242
226,0.010742737787465255,0.015940185636281967,0.01944028353318572,0.018503472829858463
227,0.006655037788385968,0.0037662091109758387,0.0022749038404211975,0.005317306809240218
228,0.011780712970842917,0.004767268896102904,0.008504673499952662,0.012837954651331529
229,0.01439366644869248,0.023526297882199287,0.005241916514933109,0.010970321600325406
230,0.00617181903362507,0.003974661360391312,0.00479566511190073,0.006730090647276181
231,0.010885312862228602,0.012763432646170258,0.014001092314720154,0.010442777089058207
232,0.0030394635428415816,0.004333152571537842,0.003180243225549074,0.0043388338287910205
233,0.0026408075109227666,0.0016436068607228143,0.003537894971267288,0.002195886987465201
234,0.03049684812625249,0.011153323575854301,0.024521271884441375,0.031918344320729375
235,0.007580762742744649,0.004061375046148896,0.008349011618910092,0.010056859310415963
236,0.00449242437201919,0.00485947314882651,0.004680914746131748,0.004326329533276814
237,0.0022490347817458295,0.0012120465748012067,0.0015213224345215542,0.001719881201055474
238,0.007529691693239978,0.004580624013518293,0.005796744061323504,0.01164650009764779
239,0.024305496923625467,0.018631146056577563,0.014486330871780714,0.024781341871453658
240,0.01474481552409438,0.005749770812690258,0.012629718116174141,0.011586909548246436
241,0.008219539653509855,0.00674346787855029,0.013615485327318311,0.015371506322959536
242,0.00362797814887017,0.005401327779206137,0.005169644674641036,0.005637439507567747
243,0.012428539368556812,0.0048240771783249715,0.011312382421098076,0.007882030087057502
244,0.004285184957552701,0.0037716741984089217,0.005994716403074562,0.013089747351937388
245,0.005521003029901873,0.009192557074129581,0.0070702733669000175,0.00527499436641172
246,0.0052781511272769425,0.00295341299248061,0.004295551190374508,0.006469748531734305
247,0.012852228246629238,0.006150642409920693,0.020166849717497826,0.0155112249776721
248,0.008244805736467242,0.004561259294860065,0.013700689421966672,0.012395386359301108
249,0.007178881787694991,0.005603559641167521,0.009615948481950909,0.009347018948214691
250,0.001404505509165037,0.002146583876175875,0.001972081958014956,0.002683046114410046
251,0.0019614112653976515,0.001573599618544953,0.001881870960965494,0.0016824861385068425
252,0.00311338432532336,0.00438204772459964,0.004914821614511311,0.004102865081529697
253,0.008767706833572851,0.005931763133654992,0.011405761106288992,0.010212959785183722
254,0.00475390864271872,0.004546481589786708,0.0035581353844867814,0.008731902969884686
255,0.022884640325274732,0.009709030389785767,0.010976226379474005,0.02110004940015428
256,0.007316361121074469,0.008718580938875675,0.010419758269563317,0.0033455577878547566
257,0.005000827803828374,0.005151434403255974,0.004610374094108524,0.005385341669627747
258,0.007729674728276829,0.009085592231713235,0.007205613121828612,0.009396951593038055
259,0.007383145125848907,0.009187069213525816,0.01063967915251851,0.01612666031966607
260,0.005255310095063495,0.0025830311664881613,0.003955283861917754,0.004354005012525401
261,0.009530506665921874,0.009415025939233601,0.012407481856644153,0.014605534619049114
262,0.003264150633994076,0.001592300133779645,0.00508256376032596,0.005942170525668189
263,0.004552187141159485,0.004015636630356312,0.002972439769655466,0.0039201929583214225
264,0.009672738464647218,0.009805365232750773,0.007157336671038398,0.007005448584468701
265,0.014120449105070697,0.02514206860214472,0.014585967524908483,0.02011089285628663
266,0.010145739186555147,0.004149328917264938,0.007055966882035136,0.011321991216391325
267,0.01541697431821376,0.009019726920606834,0.010349726537242532,0.010522704632223948
268,0.004805215131491423,0.0032323505729436874,0.003827613760950044,0.0060464715822897055
269,0.009344510467989104,0.01747654192149639,0.01840517856180668,0.015202574047219494
270,0.00988751354937752,0.009631944288100516,0.008245801087468863,0.008325618086382746
271,0.017101618306090433,0.006306126403311889,0.00934168864041567,0.01225066659389995
272,0.017789453371531434,0.02054914940769474,0.015255607819805542,0.012721802853047848
273,0.010575827211141586,0.01716118543408811,0.010266821171777943,0.011755325831472874
274,0.0035720225834452056,0.0017820969223976135,0.0029546930591630586,0.004840725936683948
275,0.005006447667255998,0.004289384947956673,0.004308912795610153,0.009079352707455033
276,0.0038111946002269783,0.002932918948187892,0.0034438671760394107,0.004693583116022637
277,0.010184367012698203,0.016607608180493116,0.00470360368490219,0.013730495045071138
278,0.013427966739982367,0.0166006481481923,0.016329501888581684,0.022618704113281436
279,0.0018418720991010904,0.0012822388295805262,0.001334480983911947,0.0023413193218099573
280,0.0015301137682399713,0.0014350503006426152,0.0019031656168711681,0.0019225953366038958
281,0.01675744019448757,0.018631830625236035,,0.03225642838515341
282,0.010503367520868778,0.009792724835940382,0.011005725090702375,0.016703405941370875
283,0.00861994907932563,0.005411216523498297,0.011154739030947288,0.006750068730778164
284,0.010940459879258504,0.0048741253558546305,0.01442522888204881,0.013178767447243445
285,0.004953972101211548,0.0020703415939351544,0.002399551693815738,0.00384937587659806
286,0.0031106854245687523,0.003989500948227942,0.005618648179474154,0.0051264160219579935
287,0.009952481254003942,0.01122661902465754,0.00788582704262808,0.014359766384586692
288,0.005807884689420462,0.008695848868228495,0.004036788401814799,0.006812258385648222
289,0.013144440541509539,0.02031578418488304,0.01652393639087677,0.012971858476073695
290,0.002937360053045391,0.002041933990161245,0.0035269546594160297,0.003510840906528756
291,0.015001992436332835,0.0076028951443731785,0.00834747962653637,0.011573539903530708
292,0.015296079218387604,0.016740153543651104,0.015520074870437385,0.02770573620994886
293,0.0025120456909967794,0.002516441642203265,0.002099725083098747,0.0025630583282278364
294,0.0013413573300246806,0.0013509142752170461,0.0012571328376052957,0.0016264529817084212
295,0.0033086864984527764,0.004557293212403441,0.005396707934841257,0.005989203619880273
296,0.010446794069139287,,0.008174766739830374,0.008899772691074758
297,0.003426296903902816,0.0023026750788238703,0.0026806859532371163,0.0027710648212472305
298,0.0037274812542212508,0.00740120451276501,0.00698659151720886,0.008139665997136504
299,0.023780815396457912,0.008822498843073845,0.01624802276492119,0.033895968459546566
300,0.0031788408101134586,0.0025186154913778105,0.003675811299073853,0.002761494183195297
301,0.0012757676271980421,0.0014395587641047314,0.0012752234266372397,0.002205934341943178
302,0.007452755604925401,0.003506098052158075,0.003910114547531856,0.005520447849578757
303,0.004935001827437769,0.0036521755973808467,0.004740986473146169,0.005646119658194948
304,0.003197232580610684,0.0025170679537040996,0.002579540715530692,0.001546614551458691
305,0.0048861872572969235,0.0036077342687569785,0.004892224507380484,0.0034619010623608685
306,0.0014160001205522823,0.0014056263638562278,0.001744931230160336,0.0020406865688768782
307,0.0023225314893155686,0.002177627062580238,0.004037631271675116,0.0035218874701637435
308,0.003147130691780685,0.002894517487018473,0.0035462449956685303,0.0052350163149336975
309,0.003409162160310456,0.0012600054615177214,0.0031315942162748528,0.004238509347619997
310,0.0036998105351813138,0.002155264615654372,0.0025091251277794633,0.002193635273403649
311,0.0018498751546165136,0.001409721706295386,0.0014173879865736056,0.0023609657246443268
312,0.0028758041363639328,0.0019176621480207694,0.003021147752103085,0.0043315568011921815
313,0.011251189247039812,0.0053138549905270335,0.013018850469961762,0.01058502266040215
314,0.0024529040531469657,0.002794024273527846,0.0019123360329745885,0.0017227048355581045
315,0.002083229129547598,0.0023850959010555278,0.0031849130076201013,0.003285854697524984
316,0.007655755802989006,0.008700262568891049,0.018147652757100084,0.009896119805052877
317,0.002360716532996815,0.0020652359260408125,0.002779884611765399,0.0036644443462137133
318,0.0014195562817143556,0.0022475705388933422,0.0025013415464039505,0.001624111357324926
319,0.003905504861345085,0.00372229745456328,0.00465625474779782,0.004296039367268272
320,0.0021404620141990175,0.003443900906284781,0.002718155737966299,0.002657674332576975
321,0.0029650207219614846,0.00308614499711742,0.0023074948257999495,0.005028491642366609
322,0.00372675528180682,0.002160893639989404,0.0021587981735482005,0.003719218973425888
323,0.0034574333474867874,0.003572080151310989,0.0031280668060246265,0.003257386495533865
324,0.010711625614203513,0.010837606780114584,0.008969626246163478,0.01130703161470592
325,0.009239084785804152,0.010101244954222982,0.009796170005574822,0.0145625269273296
326,0.0013410896297559262,0.001829404423395837,0.0013809807950983177,0.0018760945755415238
327,0.002540408304947264,0.0024200017237140294,0.002775620534329822,0.002283338128026944
328,0.0026844946675867376,0.0038274043066793997,0.0028676624468062075,0.002471348533385195
329,0.002989480801096017,0.004166540082382119,0.00634211883880198,0.005515983087077204
330,0.0038065681090721716,0.004235624025265376,0.005819897283799946,0.005607175984716212
331,0.0027894355681917023,0.0014695574180223047,0.002731158339884132,0.0032086958646472983
332,0.0033734952254841724,0.002791192368022166,0.0022177729069402345,0.003937818417534121
333,0.0005508836922085574,0.000604941438459649,0.0008447921539967259,0.0004948984678135012
334,0.001030583381569678,0.0026092093908960967,0.0013750169708050396,0.0019764253182594465
335,0.0039315279035900645,0.0038766678240474152,0.0064656333454574146,0.007624151000496128
336,0.003396352716001936,0.005316881967398028,0.004098307480140088,0.0035340154837981306
337,0.0026931300526484847,0.0033107939780165907,0.0028118286175992002,0.0027975229940448818
338,0.0027331031971808634,0.0027042694718522184,0.0014131360459776426,0.002246455969245015
339,0.002152127629898964,0.0022833338755715105,0.004037359909021428,0.0036299698913353495
340,0.0016400922375561838,0.003508869292480605,0.001249568270785468,0.002734672069719464
341,0.001127942352860163,0.0011286275251882662,0.0009657975761234785,0.0010630152939397487
342,0.0014062423191110913,0.0014153172141002294,0.0013402483441055783,0.0013095537844278356
343,0.0037087901689422625,0.0015071457950398327,0.0035723058972507715,0.0053417502786032856
344,0.002628449555325868,0.0023704229504801335,0.002553905286318199,0.0021802191296592353
345,0.0012468093670630718,0.0014775644968006206,0.0015658674653553004,0.002152442521722717
346,0.0019047863916644165,0.0017711069244383411,0.002054365143911647,0.003740292066684017
347,0.00368341557138289,0.0020794671339293322,0.0025972510200900664,0.002773145646451188
348,0.0030971479103235264,0.002111761257625543,0.002478873916721392,0.003242671574511922
349,0.0005603002945951106,0.0006996054065287657,0.0005020558365296373,0.00041537840141160794
350,0.007131244564477943,0.003285481815692037,0.0035937833082344797,0.004383012220602144
351,0.004800664144568145,0.0051767065721963134,0.007695622829487547,0.006337458287210514
352,0.0060473415069282055,0.002109052458157142,0.009652684559114277,0.004697601815375189
353,0.014833078973672607,0.01655152945646218,0.010990609414875507,0.023105469221870106
354,0.008462892276131444,0.002956268610432744,0.009079232811927795,0.004857115776695568
355,0.005803231185731979,0.00604012324474752,0.007387822696372219,0.006811357961085282
356,0.008763756878166036,0.014007261754678828,0.005603573704138398,0.00910235260380432
357,0.016290581226348876,0.014262968108856253,0.017105035328616697,0.011395700741559267
358,0.009941165899171642,0.011925771000928112,0.008489469340180649,0.0068030701315199785
359,0.013342340535018593,0.013968765580405792,0.0033726023199657598,0.010168093351043156
360,0.007942801807075739,0.026948014833033086,0.011978736302504936,0.011691711594661076
361,0.005603785859420896,0.006108321074862033,0.003503285930491984,0.005953922650128927
362,0.0073983525062966,0.004197562240402807,0.0031524309694456556,0.007005972018384416
363,0.0011808085419824752,0.0021530614148134427,0.0016828278963831032,0.0020615467152177787
364,0.004207399392993573,0.005581682780757546,0.006971158678285205,0.004477075364610011
365,0.006763043458034333,0.005335458124486299,0.004997115430887789,0.009673053149653728
366,0.0022181905671739234,0.003024127580462383,0.0021780975031383014,0.0014519891207422709
367,0.013694219889917545,0.009532511699944735,0.010307517251931131,0.013807228785008192
